Page,Date,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/category/bengali-songs/,20200702,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/category/lyrics-post-generator/,20200702,7,3,0:00:11,3,33.33%,28.57%,$0.00 
/category/marathi-songs/,20200702,2,1,0:00:07,0,0.00%,0.00%,$0.00 
/tag/bengali-songs-starting-with-b/,20200702,3,1,0:00:06,0,0.00%,0.00%,$0.00 
/tag/bengali-songs-starting-with-t/,20200702,1,1,0:00:02,1,0.00%,0.00%,$0.00 
/tag/bengali-songs-starting-with-t/page/2/,20200702,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/tag/hindi-songs-starting-with-k/,20200702,2,2,0:00:12,0,0.00%,0.00%,$0.00 
/tag/punjabi-songs-starting-with-d/,20200702,1,1,0:00:53,0,0.00%,0.00%,$0.00 
/tag/punjabi-songs-starting-with-h/,20200702,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/tag/punjabi-songs-starting-with-m/,20200702,1,1,0:00:14,0,0.00%,0.00%,$0.00 
/tag/punjabi-songs-starting-with-m/page/2/,20200702,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/tag/punjabi-songs-starting-with-p/,20200702,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/tag/punjabi-songs-starting-with-v/,20200702,1,1,0:00:16,1,0.00%,0.00%,$0.00 
/translate_c?depth=1&hl=en&prev=search&pto=aue&rurl=translate.google.com&sl=gl&sp=nmt4&u=https://www.lyricsstock.com/2020/06/30/raahi-lyrics/&usg=ALkJrhgt1fEXdYVr6QemTFbko6zrkqT26Q,20200702,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,20200701,4,3,0:00:52,3,66.67%,75.00%,$0.00 
/2020/04/30/amrutachi-godi-tujhya-bhajnaat-अमृताची-गोडी-तुझ्या-भ/,20200701,2,1,0:00:30,1,0.00%,50.00%,$0.00 
/2020/04/30/darpani-baghate-दर्पणी-बघते-मी-गोपाळा/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/30/dev-bhavacha-bhukela-देव-भावाचा-भुकेला/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/07/happy-birthday-kids-mix-lyrics-aakanksha-sharma/,20200701,2,1,0:00:08,1,0.00%,50.00%,$0.00 
/2020/05/09/dil-ki-gullak-lyrics-rik-basu/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/10/peerh-lyrics-master-saleem/,20200701,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/05/16/heer-ranjha-lyrics-a-bazz/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/19/2-percent-lyrics-aardee/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/26/supna-lyrics-raman-goyal/,20200701,5,5,0:00:00,5,100.00%,100.00%,$0.00 
/2020/05/29/genda-phool-gujarati-version-lyrics-badshah/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/30/care-na-kare-lyrics-geeta-zaildar/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/30/don-lyrics-gulzaar-chhaniwala/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/04/hanera-lyrics-jasmine-sandlas/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/06/enna-solli-paduven-song-lyrics/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/07/kache-esho-na-remix-lyrics-nish-arjun/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/07/vail-lyrics-mankirt-aulakh-ft-shree-brar/,20200701,5,5,0:00:17,5,80.00%,80.00%,$0.00 
/2020/06/09/putt-sardara-de-lyrics-jazzy-b/,20200701,2,1,0:00:19,1,0.00%,50.00%,$0.00 
/2020/06/11/yeh-saari-baat-lyrics/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/12/laila-lyrics-kamal-raja/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/13/battle-is-the-lords-lyrics-rebecca-st-james/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/17/kill-goriye-lyrics-gurj-sidhu/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/17/nashe-mein-lyrics/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/18/jatt-banday-lyrics-sippy-gill/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/19/rehne-do-zara-lyrics-soham-naik/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/20/kamla-lyrics-rajvir-jawanda-ft-sara-gurpal/,20200701,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/20/yoga-karenge-hum-log-lyrics/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/22/freefall-lyrics-arlow/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/22/protibadi-gaan-lyrics-প্রতিবাদী-গান-tahsan-khan/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/22/tomake-bhalobeshe-lyrics-তোমাকে-ভালোবেসে-tansener-tanpura-web-series/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/25/jind-lyrics-g-sidhu/,20200701,1,1,0:00:26,1,0.00%,0.00%,$0.00 
/2020/06/26/jump-lyrics/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/26/radha-rani-lyrics-suprabha-kv/,20200701,5,4,0:00:33,4,75.00%,80.00%,$0.00 
/2020/06/26/rescue-lyrics-hghlnd-luke-anders/,20200701,2,1,0:01:13,1,0.00%,50.00%,$0.00 
/2020/06/26/stick-that-in-your-country-song-lyrics-eric-church/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/26/surmayee-nain-tere-lyrics/,20200701,1,1,0:03:44,1,0.00%,0.00%,$0.00 
/2020/06/26/vail-lyrics-mankirt-aulakh-ft-shree-brar-nimrat-khaira/,20200701,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/2020/06/27/rajiname-lyrics-palwinder-tohra-ft-afsana-khan/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/28/fall-with-me-lyrics-jim-yosef/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/28/spark-lyrics-fotty-seven/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/29/december-lyrics-g-shera-simrat-kaur/,20200701,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/29/mohali-vacation-2-lyrics-kkg/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/29/na-na-kari-lyrics-davin/,20200701,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/29/noor-lyrics-lost-stories-akanksha-bhandari-zaeden/,20200701,10,9,0:00:39,9,88.89%,90.00%,$0.00 
/2020/06/29/tumse-mila-lyrics-ayush-sharma/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/30/aise-na-mujhe-tum-dekho-lyrics-ishaan-khan/,20200701,5,3,0:00:51,2,50.00%,60.00%,$0.00 
/2020/06/30/better-off-lyrics-wanden-slashtaq/,20200701,7,6,0:00:58,6,83.33%,85.71%,$0.00 
/2020/06/30/khairan-teriyan-lyrics/,20200701,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/30/raahi-lyrics/,20200701,2,1,0:00:08,1,0.00%,50.00%,$0.00 
/2020/06/30/said-sum-lyrics-moneybagg-yo/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/30/tere-naal-lyrics-shael-oswal/,20200701,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/category/marathi-songs/a/page/4/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/page/110/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/page/2/,20200701,1,1,0:17:30,0,0.00%,0.00%,$0.00 
/tag/punjabi-songs-starting-with-j/,20200701,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/tag/punjabi-songs-starting-with-s/,20200701,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,20200630,3,2,0:00:09,2,0.00%,33.33%,$0.00 
/2019/12/hanuman-chalisa-lyrics-in-tamil.html,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/21/flicker-lyrics-soorma/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/30/aaji-soniyacha-dinu-आजी-सोनियाचा-दिनु/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/30/aga-vaikunthichya-raya-अगा-वैकुंठीच्या-राया/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/30/dehachi-tijori-देहाची-तिजोरी-भक्तीचा/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/03/ami-amari-moto-lyrics-আমি-আমারই-মতো-arbovirus-band/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/09/bounce-lyrics-void/,20200630,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/05/09/dil-ki-gullak-lyrics-rik-basu/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/10/peerh-lyrics-master-saleem/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/20/dil-todeya-lyrics-satbir-aujla-2/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/26/enakaga-ava-porandhale-song-lyrics/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/26/supna-lyrics-raman-goyal/,20200630,8,8,0:00:00,8,100.00%,100.00%,$0.00 
/2020/05/30/care-na-kare-lyrics-geeta-zaildar/,20200630,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/05/30/kahaaniya-lyrics-rejctx-2/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/30/lifeline-lyrics-singga/,20200630,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/2020/05/31/ektukhani-lyrics-একটুখানি-minar-rahman-song/,20200630,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/04/barsaat-lyrics-jasmine-sandlas/,20200630,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/04/hanera-lyrics-jasmine-sandlas/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/05/girija-mein-urja-shiv-se-hai-lyrics/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/05/i-love-you-lyrics-stylish-singh/,20200630,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/2020/06/05/krishna-hai-vistar-yadi-toh-lyrics/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/05/tum-prem-ho-lyrics/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/07/vail-lyrics-mankirt-aulakh-ft-shree-brar/,20200630,4,3,0:00:44,3,66.67%,75.00%,$0.00 
/2020/06/10/berukhi-lyrics-gold-mani/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/11/morniye-lyrics/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/12/bambiha-bole-song-lyrics-sidhu-moose-wala-amrit-maan/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/13/battle-is-the-lords-lyrics-rebecca-st-james/,20200630,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/17/kill-goriye-lyrics-gurj-sidhu/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/17/mon-amar-ek-notun-lyrics-মন-আমার-এক-নতুন-biyer-phool/,20200630,4,2,0:00:24,2,50.00%,50.00%,$0.00 
/2020/06/18/akele-mein-lyrics-yasser-desai/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/19/kuchh-badal-geya-ey-lyrics/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/19/rehne-do-zara-lyrics-soham-naik/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/19/still-remember-lyrics-gucci-mane/,20200630,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/2020/06/20/she-dont-give-a-lyrics-king/,20200630,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/2020/06/20/yoga-karenge-hum-log-lyrics/,20200630,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/2020/06/22/tomake-bhalobeshe-lyrics-তোমাকে-ভালোবেসে-tansener-tanpura-web-series/,20200630,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/24/round-one-lyrics-emiway-bantai/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/25/fursat-hai-aaj-bhi-lyrics-arjun-kanungo-ft-sonal-chauhan/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/25/jind-lyrics-g-sidhu/,20200630,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/26/abcha-din-abcha-rat-lyrics-আবছা-দিন-আবছা-রাত-rupak-tiary/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/26/gasoline-lyrics-haim/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/26/jump-lyrics/,20200630,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/26/khunsuti-lyrics-খুনসুটি-minar-rahman-song/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/26/stick-that-in-your-country-song-lyrics-eric-church/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/26/vail-lyrics-mankirt-aulakh-ft-shree-brar-nimrat-khaira/,20200630,2,1,0:00:28,1,0.00%,50.00%,$0.00 
/2020/06/27/grarian-lyrics-jas-gill/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/27/rajiname-lyrics-palwinder-tohra-ft-afsana-khan/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/28/fall-with-me-lyrics-jim-yosef/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/28/idhar-aane-ka-nahi-lyrics-akshara-singh/,20200630,1,1,0:00:21,0,0.00%,0.00%,$0.00 
/2020/06/28/spark-lyrics-fotty-seven/,20200630,5,4,0:03:49,4,50.00%,60.00%,$0.00 
/2020/06/29/december-lyrics-g-shera-simrat-kaur/,20200630,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/29/na-na-kari-lyrics-davin/,20200630,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/29/noor-lyrics-lost-stories-akanksha-bhandari-zaeden/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/30/better-off-lyrics-wanden-slashtaq/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/30/heat-waves-lyrics-glass-animals/,20200630,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/2020/06/30/mukh-lyrics-gurjant/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/30/raahi-lyrics/,20200630,1,1,0:00:12,0,0.00%,0.00%,$0.00 
/2020/06/30/said-sum-lyrics-moneybagg-yo/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/brian-tee/,20200630,2,1,0:00:18,1,0.00%,50.00%,$0.00 
/page/110/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/page/2/,20200630,2,1,0:00:04,1,0.00%,50.00%,$0.00 
/page/3/,20200630,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/page/65/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/tag/bengali-songs-starting-with-m/,20200630,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/tag/bengali-songs-starting-with-o/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/tag/english-songs-starting-with-s/,20200630,2,1,0:00:21,0,0.00%,0.00%,$0.00 
/tag/hindi-songs-starting-with-y/,20200630,2,1,0:00:06,1,0.00%,50.00%,$0.00 
/tag/punjabi-songs-starting-with-h/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/tag/punjabi-songs-starting-with-i/,20200630,3,1,0:00:12,1,0.00%,33.33%,$0.00 
/tag/punjabi-songs-starting-with-l/,20200630,2,1,0:00:22,1,0.00%,50.00%,$0.00 
/tag/punjabi-songs-starting-with-r/,20200630,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/,20200629,3,3,0:05:05,3,33.33%,33.33%,$0.00 
/2020/04/27/oh-pilla-song-lyrics/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/30/aadhi-beej-ekale-आधी-बीज-एकले/,20200629,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/05/02/utha-utha-ho-sakalik-उठा-उठा-हो-सकळीक/,20200629,1,1,0:01:33,0,0.00%,0.00%,$0.00 
/2020/05/03/khelicho-e-bisso-loye-lyrics-খেলিছ-এ-বিশ্ব-লয়ে-anup-jalota/,20200629,1,1,0:00:37,0,0.00%,0.00%,$0.00 
/2020/05/03/mone-koro-ami-nei-lyrics-মনে-করো-আমি-নেই-suman-kalyanpur/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/07/happy-birthday-kids-mix-lyrics-aakanksha-sharma/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/09/dil-ki-gullak-lyrics-rik-basu/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/14/tempu-sultaan-lyrics-nseeb/,20200629,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/05/16/heer-ranjha-lyrics-a-bazz/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/18/saah-mere-lyrics-yash-wadali/,20200629,2,1,0:02:03,1,0.00%,50.00%,$0.00 
/2020/05/26/supna-lyrics-raman-goyal/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/27/humraah-lyrics-asim-azhar/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/28/letters-lyrics-lucas-steve/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/30/care-na-kare-lyrics-geeta-zaildar/,20200629,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/03/hotel-california-guitar-chords/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/04/hanera-lyrics-jasmine-sandlas/,20200629,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/04/londe-dilli-ke-lyrics-lil-golu/,20200629,2,1,0:00:27,1,0.00%,50.00%,$0.00 
/2020/06/05/chadeya-fitoor-lyrics-shahid-mallya-deedar-kaur/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/05/dying-to-live-lyrics-hi-rez/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/06/raastafari-lyrics-epr-karma/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/07/vail-lyrics-mankirt-aulakh-ft-shree-brar/,20200629,5,3,0:00:24,3,66.67%,60.00%,$0.00 
/2020/06/09/firse-machayenge-remix-lyrics-emiway-bantai/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/12/bambiha-bole-song-lyrics-sidhu-moose-wala-amrit-maan/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/13/battle-is-the-lords-lyrics-rebecca-st-james/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/18/its-ok-lyrics-singh-deep/,20200629,2,1,0:19:14,1,0.00%,50.00%,$0.00 
/2020/06/18/sick-tone-lyrics/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/19/rehne-do-zara-lyrics-soham-naik/,20200629,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/25/fursat-hai-aaj-bhi-lyrics-arjun-kanungo-ft-sonal-chauhan/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/25/jind-lyrics-g-sidhu/,20200629,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/26/elephant-in-the-room-lyrics-6lack/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/26/stick-that-in-your-country-song-lyrics-eric-church/,20200629,3,3,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/26/surmayee-nain-tere-lyrics-sonu-singh/,20200629,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/26/vail-lyrics-mankirt-aulakh-ft-shree-brar-nimrat-khaira/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/27/inna-pyaar-lyrics-aishwarya-pandit/,20200629,1,1,0:03:28,0,0.00%,0.00%,$0.00 
/2020/06/27/lohe-de-kunde-lyrics/,20200629,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/27/vapari-2-lyrics/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/28/spark-lyrics-fotty-seven/,20200629,4,4,0:00:00,3,100.00%,100.00%,$0.00 
/2020/06/29/december-lyrics-g-shera-simrat-kaur/,20200629,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/category/bengali-songs/,20200629,1,1,0:00:31,0,0.00%,0.00%,$0.00 
/category/bengali-songs/page/2/,20200629,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/page/104/,20200629,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/page/105/,20200629,4,1,0:00:11,0,0.00%,0.00%,$0.00 
/page/106/,20200629,3,1,0:00:33,0,0.00%,33.33%,$0.00 
/page/107/,20200629,2,1,0:00:42,1,0.00%,0.00%,$0.00 
/tag/bengali-songs-starting-with-k/,20200629,2,1,0:00:41,1,0.00%,50.00%,$0.00 
/tag/punjabi-songs-starting-with-i/,20200629,2,1,0:00:31,1,0.00%,50.00%,$0.00 
/,20200628,2,2,0:00:05,2,50.00%,50.00%,$0.00 
/2020/04/25/kuch-din-lyrics-kaabil/,20200628,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/30/aakash-pangharuni-jag-आकाश-पांघरुनी-जग-शांत-झ/,20200628,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/04/30/deva-gharche-dnyat-kunala-देवाघरचे-ज्ञात-कुणाल/,20200628,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/09/dil-ki-gullak-lyrics-rik-basu/,20200628,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/15/chandni-raatein-lyrics-rahul-jain/,20200628,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/15/salute-lyrics-nirvair-pannu/,20200628,4,2,0:08:27,2,0.00%,50.00%,$0.00 
/2020/05/28/living-with-regret-lyrics-roy-knox-shiah-maisel/,20200628,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/05/29/sach-keh-raha-hai-deewana-lyrics-aish/,20200628,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/05/30/cool-lyrics-magnus-x-unread-ft-alessia-labate/,20200628,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/2020/06/03/meri-aashiqui-lyrics-jubin-nautiyal/,20200628,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/2020/06/04/hanera-lyrics-jasmine-sandlas/,20200628,8,8,0:00:00,8,100.00%,100.00%,$0.00 
